lineblock_id,style,translation_text,model,prompt_version,status,error,review_status,source,edited_at,edited_by_user_id,created_at,updated_at
5b78c544-33a2-46a4-9a50-3b47f3888a6b,plain_english_chatgpt_v1,"""I care about what you like.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
7e188a5d-e096-4aaf-85fb-061241a16365,plain_english_chatgpt_v1,"""Here comes the Prince and Claudio, and I’m here to help.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
49a92ce3-18cd-4f42-ab73-6b8615e88d16,plain_english_chatgpt_v1,"""Good morning to everyone here.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
37aa8213-d136-4e29-8bbf-923a6282cb24,plain_english_chatgpt_v1,"Good morning, Prince; good morning, Claudio; we are here for you. Have you decided to marry my brother's daughter today?",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
af45330b-59f6-4e14-b8d0-633538872f49,plain_english_chatgpt_v1,I will keep my thoughts to myself even if she were from Ethiopia.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
b4bd6c83-2609-4780-a10a-175a3ae574c7,plain_english_chatgpt_v1,"""Bring her out, brother; the priest is ready. Antonio comes back with the ladies wearing masks.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
bded23d5-d54a-47eb-9454-77c960201611,plain_english_chatgpt_v1,"""Which girl should I take?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
3050a5d4-d9f1-4ebc-b528-1ab264339872,plain_english_chatgpt_v1,"""This is her, and I give her to you.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
eaa3c911-8031-4659-be10-2e5df33c08ca,plain_english_chatgpt_v1,"""Then she belongs to me. Please, let me see your face.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
ea6b5a79-767b-4c72-827d-91b59748677f,plain_english_chatgpt_v1,"""No, you can't do that until you hold her hand, in front of this priest, and promise to marry her.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
2984f178-87c9-4ff6-80dd-089ec08309cd,plain_english_chatgpt_v1,Hold my hand in front of this priest. I can be your husband if you want me to be.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
f3b720e7-e10e-447f-b5ad-d2b999994674,plain_english_chatgpt_v1,"""When I was alive, I was your other wife; and when you loved, you were my other husband.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
cc03f1f2-4122-4699-b699-ed9a1b04a3e2,plain_english_chatgpt_v1,"""Another hero!""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
26f40bba-d2f2-481e-b125-6de4519075b9,plain_english_chatgpt_v1,"""There's no doubt about it: One Hero has died in shame, but I am still alive, and as sure as I'm alive, I am still a girl.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
24c8166c-b75c-45e8-a955-697e27daedf4,plain_english_chatgpt_v1,"""The old Hero! Hero who is gone!""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
964b74c4-6df7-49ea-89e2-9337ab72e996,plain_english_chatgpt_v1,"She died, my lord, but people kept talking badly about her.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
f1909149-dba6-4f47-b921-de92668c5f65,plain_english_chatgpt_v1,"I can explain all this surprise later, after the wedding is over, and then I'll tell you about Hero's death. For now, let's just act like this is normal and go to the chapel.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
91ab13f8-240c-422d-a76e-5baa5a30fd3d,plain_english_chatgpt_v1,"""Calm down, friar. Which one is Beatrice?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
98cb21b9-5c3d-4050-8e91-f9c5bf4a6947,plain_english_chatgpt_v1,"""I go by that name. What do you want?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
65bd6816-4dd4-4310-b148-e5857ae601a7,plain_english_chatgpt_v1,"""Don't you love me?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
4a1af904-f428-4c5d-a552-79a49d2c5739,plain_english_chatgpt_v1,"""No, not at all, that's just how it should be.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
8cf2222b-6202-4284-82a8-34609ed8a29f,plain_english_chatgpt_v1,"""Then your uncle, the Prince, and Claudio have been tricked -- they all said you did.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
6fac0990-6000-4f99-8610-fe80a0f1c1e0,plain_english_chatgpt_v1,"""Don't you love me?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
06a66890-8c2a-4ea1-bc32-2afd667c8b4f,plain_english_chatgpt_v1,"""Honestly, no, not at all.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
a4e66c18-a812-4635-bd70-74d5387aed7e,plain_english_chatgpt_v1,"So, my cousin, Margaret and Ursula are very mistaken because they promised you did.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
2c2c6e33-d039-4845-9503-60803a0c3296,plain_english_chatgpt_v1,"""They promised that you were really worried about me.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
e21238ba-9a48-4836-954e-8d9f98ecb53b,plain_english_chatgpt_v1,They promised that you were almost dead because of me.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
97d73d58-dd22-4d52-a926-ecd7f3329790,plain_english_chatgpt_v1,"""It doesn't matter. So, you don't love me?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
c6c23f1d-a4c7-4e91-9d99-9a96311c5310,plain_english_chatgpt_v1,"""No, really, just as a friendly reward.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
da836c54-5809-4659-a0e0-79bf5050c4ec,plain_english_chatgpt_v1,"Come on, cousin, I know you like the guy.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
e2b5e7cd-10be-40a0-85e9-4d7d8c37e6da,plain_english_chatgpt_v1,"""I swear he loves her because here’s a note he wrote himself, a clumsy poem made just for Beatrice.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
6fefe221-a91e-45ed-9b6a-203c3283207b,plain_english_chatgpt_v1,"""And here's another letter, written by my cousin and taken from her pocket, showing how much she cares for Benedick.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
e3c6d026-e6eb-4ade-be67-8a44caed72b3,plain_english_chatgpt_v1,"It's amazing! Our hands are against our hearts. Come, I want you, but I feel sorry for you.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
f6396f14-6531-4ffa-a4b0-58c2929fe256,plain_english_chatgpt_v1,"I won't say no to you, but today I agree because you convinced me, and partly to help you stay alive since I heard you were very sick.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
91d9065b-24b2-4211-8c3b-ad0b4eadc971,plain_english_chatgpt_v1,"""Shh! I will kiss you to make you quiet.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
47a590b9-5a94-46b5-be08-eac85d894fef,plain_english_chatgpt_v1,"""How are you, 'Benedick, the married man'?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
83a0ca5a-fa02-48c0-9069-640d42b4a9c7,plain_english_chatgpt_v1,"I'll tell you something, Prince; no one can make me lose my good mood. Claudio, I thought about fighting you, but since you're going to be my family, let's stay friends and love my cousin. Come on, let's dance before we get married to cheer ourselves and our wives up.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
7a728761-39ea-4d45-9aed-f55782de8d57,plain_english_chatgpt_v1,"""We'll dance later.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
f233b1be-3961-475c-8756-39bf7699d4c3,plain_english_chatgpt_v1,"""First, I promise! So, let’s play some music. Prince, you look sad; you should get a wife!""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
16da0dbb-97c6-4265-9a90-ce79dfe75cec,plain_english_chatgpt_v1,"My lord, your brother John has been caught trying to escape and brought back to Messina with soldiers.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
4cc8f4a7-9a72-4636-85e8-74a584a4eb0f,plain_english_chatgpt_v1,Don't worry about him until tomorrow; I'll come up with some strong punishments for him. Let's play music and dance!,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
174b8afb-3823-4f2c-a278-3fb1f8224a07,plain_english_chatgpt_v1,I read in this letter that Don Pedro from Aragon is coming to Messina tonight.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
d6a789c7-116d-40eb-b542-a2c535829da4,plain_english_chatgpt_v1,He is really close; he was only about nine miles away when I left him.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
2f635319-d24b-4dac-98db-c3d1574d59fc,plain_english_chatgpt_v1,I see that Don Pedro has given a lot of respect to a young man from Florence named Claudio.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
bdcff1dd-7e38-401e-b9d0-e19d0ef99ffb,plain_english_chatgpt_v1,"He really earned it, and Don Pedro remembers it just as much.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
334c906f-a571-4b06-b223-c1ae00df1169,plain_english_chatgpt_v1,"Please tell me, has Signior Mountanto come back from the war or not?",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
81c6744b-2105-464a-a698-92c13b95e0c8,plain_english_chatgpt_v1,"""I don't know anyone by that name, lady; there wasn't anyone like that in the army.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
1f3dbdef-85a8-4727-b08d-1da09bb5a629,plain_english_chatgpt_v1,"""My cousin is talking about Signior Benedick from Padua.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
59469e16-6d21-48fe-ac90-4d31a948b62c,plain_english_chatgpt_v1,"Oh, he's back and just as nice as he always was.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
1803fa78-d653-4607-9960-a939e67be9d6,plain_english_chatgpt_v1,"Please tell me, how many has he killed and eaten in these wars? But really, how many has he killed? Because I promised to eat everything he killed.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
a1207e78-5a43-4cab-abe2-66794d325a18,plain_english_chatgpt_v1,"Honestly, niece, you are being too hard on Benedick, but I’m sure he can handle it.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
8bf67813-88f2-4f39-a61a-67aeb726de09,plain_english_chatgpt_v1,"""He has done a great job, lady, in these battles.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
a9b562ff-e144-4977-892d-280f403438b6,plain_english_chatgpt_v1,"""Don't get the wrong idea about my niece. She and Signior Benedick always have a playful argument whenever they see each other.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
eea73db4-cb44-4807-93b9-a15e59443504,plain_english_chatgpt_v1,"Oh no, he doesn't gain anything from that. In our last fight, he lost most of his senses, and now he only has one left to think with. Who is he hanging out with now? He gets a new best friend every month.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
8bee7b1a-5ae2-4f2f-8304-7b59fd883f5c,plain_english_chatgpt_v1,He is mostly with the good and honorable Claudio.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
50f80c2c-b691-4f39-a728-47e75126b7b6,plain_english_chatgpt_v1,"Oh no, he will cling to him like a sickness; it's easier to catch than a plague, and the person who gets it goes crazy. God help the good Claudio! If he has fallen for Benedick, it will cost him a lot of money to get over it.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
70d03c99-3772-4085-a202-9e1627fa01fd,plain_english_chatgpt_v1,"""You will never go crazy, my dear.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
46ec94fc-7507-40d2-a5b4-657d3c35bf26,plain_english_chatgpt_v1,"""No, not until January is really warm.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
bf61dd07-ba01-4d62-b944-d34d331a8b07,plain_english_chatgpt_v1,"""Don Pedro is being approached.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
921ee328-eda2-4386-a1d5-b116d6d24ae0,plain_english_chatgpt_v1,"""Hello, Mr. Leonato, are you here to face your problems? People usually try to avoid spending money, but you are dealing with it.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
ad73e24b-4ee6-43f6-83fc-52f929933d8f,plain_english_chatgpt_v1,"I've never had trouble at home like you bring. When you're gone, sadness stays and joy leaves.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
91381883-9848-4f49-9ed1-3db7d2f365d0,plain_english_chatgpt_v1,"""You hug your responsibility too eagerly. I believe this is your daughter.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
5a5150ef-7d79-4fc2-9933-d122f81073b5,plain_english_chatgpt_v1,Her mom has told me that many times.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
11784ca4-3945-413c-82f5-741637344e6d,plain_english_chatgpt_v1,"""Did you ask her because you were unsure, sir?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
85cbe0c8-0361-4b75-ba86-1e3855708093,plain_english_chatgpt_v1,"""Mr. Benedick, no, because then you would be acting like a child.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
54b790d9-acdf-4d9f-ba1b-2a32d33d80c6,plain_english_chatgpt_v1,"You have it all, Benedick; we can tell what kind of man you are. Truly, the lady is just like her father. Be happy, lady, because you are like a good father.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
0e6f06d5-43f1-4ced-ae13-f0f921f9f304,plain_english_chatgpt_v1,"If Leonato is her father, she wouldn't want to look like him for anything in Messina.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
5f7d2c42-9f32-4058-810d-02e5ad969f4a,plain_english_chatgpt_v1,"I’m surprised you’re still talking, Benedick; no one is paying attention to you.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
2e826114-b0b1-4f4e-abcf-2904916171e3,plain_english_chatgpt_v1,"""What, my dear Lady Disdain! Are you still alive?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
bafc732f-c844-45a4-8a49-63cba05e394f,plain_english_chatgpt_v1,Can it really be that dislike can go away when she has someone like Benedick to make her feel that way? Even being polite will turn into dislike if you are around her.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
fafb54a0-3b7e-4852-9ffe-bdb35a3547a5,plain_english_chatgpt_v1,"Kindness is fake. Everyone loves me except you, and I wish I could feel that I have a kind heart, but honestly, I don’t love anyone.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
56280cb2-edff-49b3-a933-61aff9a90799,plain_english_chatgpt_v1,"Women would be very happy because otherwise, they would have to deal with a bad suitor. I'm glad I'm like you; I'd rather listen to my dog bark at a crow than hear a man say he loves me.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
59127cd1-86c4-4c0b-afad-456023bceffb,plain_english_chatgpt_v1,"I hope you stay that way, so some man won't end up with a scratched face.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
ead291fa-b5a4-435e-a23c-0b9ea877a4bc,plain_english_chatgpt_v1,"Scratching wouldn't make it any worse, and your face is just like that.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
4b8c55b8-8f2e-4d17-8a1f-177b25c0f480,plain_english_chatgpt_v1,"""Well, you are a one-of-a-kind teacher.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
e267eec7-c6ec-482c-b04f-43c3bc1b3985,plain_english_chatgpt_v1,My words are better than your actions.,chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
34729d0a-76c5-45f8-8a29-737754121c06,plain_english_chatgpt_v1,"I wish my horse could run as fast as you talk, but go your own way, I've finished my part.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
aff56b9c-0043-4892-a085-f390aeb2320e,plain_english_chatgpt_v1,"I know you well, and you always use a sneaky trick.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
8a747c25-c29b-495d-a7bb-74264c224330,plain_english_chatgpt_v1,"That's everything, Leonato. [Turning to everyone.] Claudio and Benedick, my good friend Leonato has invited you all. I told him we would stay here for at least a month, and he really hopes something will keep us here even longer.",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
8d11f592-44da-436a-baa6-026827af54fa,plain_english_chatgpt_v1,"""Welcome, my lord! I'm glad to see you made up with your brother, the Prince. I respect you.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
b94436ab-b562-4d99-a294-0fbdb7e160cb,plain_english_chatgpt_v1,"""Thank you! I don't say much, but I really appreciate it.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
33f8a16f-7e60-4a9f-9834-75e2bf5fc2f5,plain_english_chatgpt_v1,"""Would you please go ahead?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
29d44d7c-9f73-424e-b8a5-085e2f310182,plain_english_chatgpt_v1,"""Let's go together, Leonato, hold my hand.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
b5d188e1-3513-4eb5-9802-289af74cee0a,plain_english_chatgpt_v1,"""Benedick, did you see Signior Leonato's daughter?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
e088b25e-303f-4222-b73a-22dcb12d33b0,plain_english_chatgpt_v1,"""I didn't pay attention to her, but I saw her.""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
a5c14504-6fb5-452a-89ca-f70f431ea693,plain_english_chatgpt_v1,"""Isn't she a shy young girl?""",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
aff887a5-6c4c-45a8-bca8-8e90c652ff07,plain_english_chatgpt_v1,"Are you asking me honestly for my true opinion, or do you want me to speak like a bully towards women?",chatgpt-chat,chat_v1,complete,,needs_review,ai,,,2026-01-19T03:34:37.676072+00:00,2026-01-19T03:34:37.676072+00:00
